Block_idx,position_start,position_end,most_likely_state
623,15572,16643,23.0
623,16644,23530,6.0
623,23531,24289,23.0
624,0,3986,6.0
625,0,12519,6.0
625,12520,12955,8.0
625,12956,21246,6.0
626,0,412,23.0
626,413,5275,0.0
626,5276,33098,6.0
627,0,7544,6.0
628,0,20805,6.0
628,20806,21723,23.0
628,21724,34493,6.0
628,34494,35613,17.0
629,0,1296,16.0
629,1297,13297,6.0
629,13298,14666,23.0
629,14667,30701,6.0
629,30702,31193,17.0
629,31194,44696,3.0
629,44697,49026,15.0
630,0,3932,6.0
631,0,8038,6.0
632,0,274,17.0
632,275,5347,8.0
632,5348,9020,6.0
632,9021,17195,22.0
632,17196,21251,6.0
632,21252,22964,23.0
632,22965,34514,6.0
632,34515,44116,0.0
633,0,8263,6.0
634,0,4864,6.0
634,4865,5193,17.0
634,5194,5777,8.0
635,0,8437,0.0
635,8438,9140,23.0
635,9141,13813,6.0
635,13814,14696,17.0
635,14697,38083,6.0
636,0,11707,6.0
636,11708,12056,23.0
636,12057,20263,15.0
636,20264,41607,6.0
636,41608,43708,8.0
636,43709,49041,6.0
637,0,2548,6.0
638,0,2442,16.0
638,2443,13094,6.0
639,0,1628,23.0
639,1629,12575,6.0
640,0,8555,6.0
641,0,263,8.0
641,264,6254,6.0
642,0,1915,8.0
642,1916,12488,6.0
642,12489,16191,8.0
642,16192,18472,23.0
642,18473,21086,15.0
642,21087,38923,6.0
643,0,7921,0.0
643,7922,22204,6.0
644,0,3766,7.0
645,0,1483,21.0
645,1484,24364,3.0
645,24365,26189,23.0
645,26190,35848,6.0
645,35849,36949,17.0
645,36950,37222,23.0
645,37223,41703,6.0
646,0,6320,6.0
646,6321,7027,8.0
646,7028,34098,6.0
646,34099,38757,22.0
646,38758,57815,6.0
647,0,846,23.0
647,847,10579,6.0
647,10580,35684,0.0
648,0,6188,0.0
648,6189,15533,6.0
649,0,9460,6.0
649,9461,10067,17.0
649,10068,30014,3.0
650,0,8338,4.0
651,0,5665,6.0
651,5666,8122,8.0
651,8123,17989,6.0
651,17990,24236,22.0
651,24237,31014,15.0
652,0,1927,8.0
652,1928,11824,6.0
652,11825,16135,21.0
652,16136,16988,0.0
652,16989,23397,22.0
652,23398,30390,6.0
653,0,226,23.0
653,227,29986,6.0
653,29987,31970,16.0
653,31971,37136,7.0
653,37137,37368,25.0
653,37369,38255,17.0
654,0,13751,6.0
655,0,2806,6.0
655,2807,3763,17.0
655,3764,19244,6.0
656,0,1703,23.0
656,1704,3694,8.0
656,3695,7598,6.0
657,0,4105,6.0
657,4106,9569,16.0
657,9570,13437,6.0
657,13438,15326,8.0
657,15327,35884,6.0
657,35885,37409,23.0
657,37410,45005,21.0
658,0,22140,6.0
658,22141,33872,0.0
658,33873,33930,23.0
658,33931,42253,0.0
659,0,18280,0.0
660,0,2403,3.0
661,0,3041,3.0
662,0,9697,0.0
663,0,11844,0.0
663,11845,38155,6.0
663,38156,45838,0.0
664,0,10727,6.0
665,0,24453,3.0
666,0,18142,6.0
667,0,5913,6.0
668,0,5000,6.0
669,0,11809,0.0
670,0,10651,0.0
671,0,2313,6.0
671,2314,2321,23.0
671,2322,17066,0.0
672,0,6996,6.0
673,0,11098,3.0
674,0,10075,3.0
675,0,15992,6.0
676,0,2340,22.0
676,2341,3514,6.0
677,0,4234,6.0
678,0,6753,3.0
679,0,4435,3.0
680,0,2180,6.0
681,0,16833,3.0
682,0,8386,6.0
683,0,7612,3.0
684,0,9775,3.0
685,0,12083,3.0
686,0,4652,3.0
687,0,7985,6.0
688,0,9119,15.0
689,0,14025,6.0
690,0,1572,16.0
690,1573,6598,6.0
691,0,2041,3.0
692,0,4289,6.0
692,4290,5066,23.0
692,5067,5931,8.0
692,5932,6758,6.0
693,0,2491,3.0
694,0,13570,6.0
695,0,14664,6.0
696,0,3426,16.0
696,3427,4573,3.0
697,0,3736,22.0
697,3737,19295,3.0
697,19296,23132,22.0
698,0,20789,6.0
698,20790,21085,23.0
699,0,6559,21.0
700,0,2043,6.0
701,0,12678,6.0
702,0,13957,6.0
703,0,7783,6.0
704,0,11271,0.0
705,0,22365,6.0
705,22366,22779,17.0
705,22780,22786,23.0
705,22787,33315,6.0
706,0,19740,6.0
707,0,4439,6.0
708,0,3856,3.0
709,0,50625,0.0
710,0,37349,3.0
711,0,4059,6.0
712,0,65284,3.0
712,65285,77642,6.0
713,0,16740,6.0
714,0,3694,6.0
715,0,3667,6.0
716,0,13609,6.0
717,0,36604,6.0
718,0,11867,6.0
719,0,8945,7.0
719,8946,15339,6.0
720,0,7445,6.0
720,7446,11003,22.0
720,11004,18605,6.0
721,0,3237,6.0
722,0,7232,6.0
723,0,15347,6.0
723,15348,29053,0.0
724,0,8173,3.0
725,0,8579,6.0
726,0,5055,3.0
727,0,4919,3.0
728,0,24241,0.0
729,0,2706,0.0
730,0,10018,3.0
731,0,17372,0.0
732,0,5492,0.0
733,0,58069,0.0
734,0,57915,0.0
735,0,14353,0.0
736,0,17967,3.0
737,0,4197,6.0
738,0,16021,6.0
739,0,10315,3.0
740,0,8988,0.0
741,0,1398,8.0
741,1399,15320,6.0
741,15321,28325,0.0
742,0,9553,7.0
743,0,6723,0.0
744,0,2689,1.0
745,0,2545,7.0
746,0,17762,6.0
747,0,8173,6.0
748,0,10556,6.0
748,10557,25562,3.0
749,0,2020,1.0
750,0,4688,0.0
751,0,2058,6.0
752,0,50,23.0
752,51,2155,6.0
753,0,3234,6.0
754,0,8386,4.0
755,0,7097,6.0
756,0,3032,6.0
757,0,5712,6.0
757,5713,9697,16.0
758,0,2491,15.0
759,0,19784,15.0
759,19785,23792,6.0
760,0,17061,6.0
761,0,13636,6.0
762,0,11789,6.0
763,0,15619,6.0
763,15620,16192,23.0
763,16193,23620,3.0
764,0,13026,6.0
765,0,17302,3.0
766,0,11488,6.0
767,0,5515,6.0
767,5516,6445,8.0
767,6446,12582,6.0
768,0,782,17.0
768,783,8724,6.0
769,0,3267,15.0
770,0,16629,6.0
771,0,3340,21.0
772,0,2451,22.0
773,0,2490,6.0
774,0,15076,6.0
774,15077,17633,23.0
774,17634,22079,6.0
775,0,500,17.0
775,501,782,23.0
775,783,18032,6.0
775,18033,19788,8.0
776,0,3422,8.0
776,3423,12028,6.0
777,0,3722,0.0
778,0,7698,8.0
778,7699,18289,6.0
779,0,4342,3.0
779,4343,9832,15.0
780,0,12287,15.0
781,0,15391,6.0
781,15392,15932,17.0
781,15933,29384,6.0
782,0,1265,16.0
782,1266,18625,6.0
783,0,3664,6.0
784,0,1941,6.0
784,1942,3200,17.0
784,3201,6799,6.0
785,0,4202,6.0
785,4203,6575,17.0
785,6576,19163,6.0
786,0,7631,15.0
786,7632,9461,11.0
786,9462,13337,17.0
786,13338,19313,6.0
786,19314,23159,16.0
786,23160,27129,6.0
787,0,4368,6.0
787,4369,4683,8.0
787,4684,4905,20.0
787,4906,4978,17.0
787,4979,15657,6.0
788,0,967,8.0
788,968,20364,6.0
788,20365,32655,7.0
789,0,2428,3.0
790,0,6785,0.0
790,6786,7320,17.0
790,7321,8648,23.0
790,8649,22718,6.0
791,0,2141,4.0
791,2142,3749,25.0
791,3750,4998,11.0
792,0,4932,22.0
793,0,3370,6.0
794,0,4397,7.0
795,0,11633,7.0
795,11634,13188,8.0
795,13189,48633,6.0
796,0,8121,16.0
796,8122,8712,13.0
796,8713,11652,17.0
796,11653,12730,23.0
796,12731,19397,6.0
796,19398,36073,17.0
796,36074,38751,3.0
796,38752,41120,23.0
796,41121,48280,6.0
796,48281,63719,15.0
797,0,3101,15.0
797,3102,4011,23.0
797,4012,5010,19.0
797,5011,10335,22.0
797,10336,14234,6.0
798,0,12133,6.0
798,12134,20395,21.0
798,20396,43660,6.0
798,43661,44329,17.0
798,44330,44852,2.0
799,0,589,17.0
799,590,7980,6.0
800,0,18123,6.0
800,18124,19817,23.0
800,19818,27759,6.0
801,0,2614,6.0
802,0,11279,6.0
803,0,23599,6.0
804,0,9404,6.0
804,9405,11826,22.0
805,0,18222,6.0
806,0,6291,5.0
806,6292,13283,3.0
807,0,35150,3.0
808,0,9046,3.0
809,0,10038,0.0
810,0,5958,0.0
811,0,6245,6.0
812,0,40250,0.0
812,40251,46052,22.0
812,46053,49245,6.0
813,0,26860,3.0
813,26861,27344,17.0
813,27345,75780,6.0
814,0,299,17.0
814,300,2258,6.0
815,0,3991,3.0
816,0,11668,6.0
817,0,1089,8.0
817,1090,15671,6.0
817,15672,16480,17.0
817,16481,18004,25.0
817,18005,18724,8.0
817,18725,21026,17.0
817,21027,32677,0.0
817,32678,41267,15.0
817,41268,50120,22.0
817,50121,51102,13.0
817,51103,53033,22.0
817,53034,62936,6.0
817,62937,65535,8.0
818,0,3061,8.0
818,3062,11495,6.0
818,11496,13439,17.0
818,13440,20084,6.0
819,0,4003,6.0
820,0,2111,21.0
821,0,7321,6.0
821,7322,7479,17.0
821,7480,10254,25.0
821,10255,12133,5.0
821,12134,16979,3.0
822,0,2268,8.0
822,2269,3367,17.0
822,3368,10178,3.0
823,0,1566,8.0
823,1567,4528,6.0
823,4529,4594,17.0
823,4595,7323,6.0
823,7324,7775,8.0
824,0,11900,6.0
825,0,11681,6.0
826,0,20325,3.0
827,0,6204,6.0
828,0,16722,6.0
829,0,2899,21.0
829,2900,15607,3.0
829,15608,22163,5.0
829,22164,42209,3.0
829,42210,45219,5.0
829,45220,57931,3.0
830,0,33703,6.0
830,33704,35354,23.0
830,35355,36916,11.0
830,36917,41825,21.0
830,41826,51033,3.0
831,0,15487,0.0
832,0,12270,3.0
832,12271,15240,5.0
833,0,9006,0.0
833,9007,12575,6.0
833,12576,16978,8.0
833,16979,31307,6.0
834,0,10984,6.0
835,0,1500,21.0
835,1501,2744,17.0
835,2745,4162,6.0
835,4163,5231,17.0
835,5232,20506,6.0
836,0,10614,6.0
837,0,2343,0.0
838,0,7042,6.0
839,0,2528,6.0
840,0,3913,6.0
840,3914,5092,23.0
840,5093,22505,3.0
841,0,10104,3.0
842,0,25355,3.0
843,0,29849,3.0
844,0,4182,3.0
845,0,2181,3.0
846,0,22495,0.0
847,0,5072,4.0
848,0,10273,5.0
848,10274,14391,3.0
849,0,2089,0.0
850,0,586,2.0
850,587,1703,20.0
850,1704,3042,13.0
850,3043,3151,23.0
850,3152,7860,0.0
850,7861,8016,23.0
851,0,4058,7.0
852,0,2512,8.0
853,0,5082,0.0
854,0,7647,3.0
855,0,8345,0.0
856,0,6677,0.0
857,0,9438,3.0
858,0,2920,0.0
859,0,6404,3.0
860,0,3154,3.0
861,0,1513,2.0
861,1514,16161,0.0
862,0,21619,3.0
863,0,2279,0.0
863,2280,5733,15.0
864,0,3629,0.0
864,3630,4756,17.0
864,4757,22122,6.0
865,0,2845,3.0
866,0,7153,6.0
866,7154,8676,17.0
866,8677,26343,6.0
867,0,26985,6.0
867,26986,35503,0.0
867,35504,36398,23.0
867,36399,50417,6.0
867,50418,57319,16.0
867,57320,62527,6.0
867,62528,63690,17.0
867,63691,71075,6.0
867,71076,84896,7.0
867,84897,91014,6.0
867,91015,91723,23.0
867,91724,113419,6.0
867,113420,116516,22.0
867,116517,118583,6.0
867,118584,119960,23.0
867,119961,125234,6.0
868,0,2048,3.0
868,2049,2469,17.0
868,2470,31421,6.0
868,31422,33409,16.0
869,0,35207,6.0
870,0,2027,22.0
870,2028,11794,6.0
870,11795,21730,22.0
871,0,13204,3.0
872,0,26081,6.0
872,26082,37499,21.0
873,0,3014,16.0
873,3015,3307,1.0
873,3308,5453,22.0
873,5454,19391,6.0
874,0,579,6.0
874,580,7255,23.0
874,7256,12564,6.0
875,0,7009,6.0
875,7010,9054,8.0
876,0,767,8.0
876,768,1868,23.0
876,1869,8585,6.0
876,8586,8839,17.0
876,8840,14631,21.0
876,14632,19507,16.0
876,19508,39915,3.0
876,39916,42148,15.0
877,0,2585,15.0
877,2586,14399,6.0
878,0,6674,6.0
879,0,22914,6.0
880,0,12780,6.0
880,12781,14679,17.0
880,14680,15056,23.0
880,15057,36049,6.0
880,36050,36440,17.0
880,36441,40417,21.0
880,40418,43973,17.0
880,43974,48519,6.0
881,0,2572,6.0
882,0,34430,6.0
882,34431,40604,22.0
882,40605,52476,3.0
882,52477,54387,23.0
882,54388,56611,15.0
882,56612,58568,23.0
882,58569,77555,6.0
883,0,2536,21.0
884,0,17984,6.0
885,0,20529,6.0
885,20530,37109,3.0
886,0,3856,23.0
886,3857,10368,6.0
887,0,810,6.0
887,811,1247,17.0
887,1248,11312,6.0
887,11313,11911,23.0
887,11912,43749,3.0
888,0,509,23.0
888,510,5901,3.0
889,0,2615,6.0
890,0,8646,6.0
891,0,5490,6.0
891,5491,6117,8.0
891,6118,10878,6.0
891,10879,12396,23.0
891,12397,26762,0.0
891,26763,32862,6.0
892,0,1488,23.0
892,1489,11612,6.0
893,0,335,23.0
893,336,4175,3.0
893,4176,4894,23.0
893,4895,6252,8.0
894,0,10658,6.0
894,10659,11076,23.0
895,0,19337,6.0
896,0,8923,0.0
897,0,5924,0.0
898,0,8465,6.0
899,0,10143,6.0
900,0,851,23.0
900,852,4930,6.0
901,0,8776,6.0
902,0,2084,16.0
902,2085,2423,1.0
903,0,340,8.0
903,341,2893,17.0
904,0,5341,6.0
904,5342,6119,17.0
904,6120,7396,6.0
905,0,17358,6.0
906,0,2795,6.0
907,0,2262,10.0
908,0,7505,4.0
908,7506,12694,3.0
909,0,4129,7.0
910,0,3386,3.0
911,0,14019,3.0
911,14020,16179,5.0
911,16180,16329,23.0
911,16330,27845,3.0
912,0,4746,6.0
913,0,3386,0.0
914,0,4875,0.0
914,4876,5494,22.0
915,0,2487,3.0
916,0,4943,3.0
917,0,2488,3.0
918,0,6120,3.0
919,0,5395,6.0
920,0,2871,22.0
921,0,12219,6.0
922,0,4788,6.0
923,0,3028,0.0
924,0,1224,8.0
924,1225,9977,6.0
925,0,2560,0.0
926,0,29056,3.0
926,29057,29381,5.0
926,29382,29536,17.0
926,29537,48982,3.0
927,0,40024,3.0
928,0,8199,0.0
928,8200,8557,2.0
929,0,6768,6.0
930,0,8358,3.0
931,0,2063,0.0
932,0,9375,3.0
933,0,13774,3.0
934,0,3349,6.0
935,0,120654,6.0
936,0,8812,3.0
936,8813,8854,17.0
937,0,153,17.0
937,154,19074,3.0
937,19075,19912,17.0
938,0,62708,6.0
938,62709,64314,17.0
938,64315,81608,3.0
938,81609,82548,23.0
938,82549,83029,17.0
939,0,2122,19.0
940,0,1361,19.0
940,1362,2150,8.0
940,2151,2772,23.0
940,2773,7280,5.0
941,0,405,23.0
941,406,11245,3.0
942,0,10248,6.0
943,0,9584,3.0
944,0,27789,3.0
945,0,1459,25.0
945,1460,4158,8.0
946,0,3806,21.0
947,0,886,22.0
947,887,8126,3.0
948,0,4179,6.0
949,0,2382,8.0
949,2383,4484,17.0
949,4485,5664,11.0
949,5665,7441,23.0
949,7442,47872,6.0
949,47873,53502,17.0
950,0,292,17.0
950,293,5869,6.0
950,5870,29845,0.0
950,29846,31755,23.0
950,31756,51073,6.0
950,51074,51096,23.0
950,51097,62576,3.0
951,0,7511,3.0
952,0,10199,0.0
952,10200,21533,6.0
952,21534,27420,8.0
953,0,3618,6.0
953,3619,4878,8.0
953,4879,14598,6.0
954,0,5885,6.0
955,0,1118,16.0
955,1119,14990,6.0
956,0,2927,15.0
957,0,2034,6.0
957,2035,9059,15.0
958,0,6976,3.0
959,0,38444,3.0
960,0,2240,3.0
960,2241,2354,17.0
960,2355,18870,0.0
961,0,22678,3.0
962,0,16250,3.0
963,0,977,3.0
963,978,2805,23.0
963,2806,12891,6.0
963,12892,14936,8.0
964,0,12400,6.0
965,0,16131,6.0
966,0,4744,0.0
966,4745,9515,15.0
967,0,3924,7.0
968,0,3157,6.0
969,0,5744,17.0
970,0,2086,0.0
971,0,15128,0.0
972,0,4911,6.0
973,0,2157,0.0
974,0,6649,3.0
975,0,21473,6.0
976,0,1232,23.0
976,1233,14980,3.0
976,14981,15398,23.0
976,15399,16172,17.0
976,16173,24648,3.0
976,24649,26765,5.0
976,26766,28453,3.0
976,28454,29041,23.0
976,29042,35271,8.0
976,35272,37090,6.0
977,0,2792,7.0
977,2793,3872,25.0
978,0,1851,23.0
978,1852,11423,0.0
978,11424,39780,6.0
979,0,8133,0.0
980,0,14701,3.0
981,0,17287,0.0
982,0,50540,3.0
983,0,9034,0.0
983,9035,19264,6.0
983,19265,19575,8.0
983,19576,24383,6.0
984,0,4955,6.0
985,0,2221,0.0
986,0,9968,0.0
986,9969,11717,21.0
986,11718,15829,0.0
987,0,2922,6.0
987,2923,3621,23.0
987,3622,11975,3.0
987,11976,12841,17.0
988,0,3122,6.0
988,3123,3275,23.0
989,0,12569,3.0
989,12570,14825,5.0
990,0,5158,3.0
991,0,6469,0.0
992,0,5078,3.0
993,0,17755,3.0
994,0,9489,0.0
995,0,28403,6.0
995,28404,31908,8.0
995,31909,45823,6.0
995,45824,46794,17.0
995,46795,55723,6.0
995,55724,57486,17.0
995,57487,73088,6.0
996,0,2396,6.0
997,0,233,17.0
997,234,5671,3.0
998,0,5605,3.0
999,0,4378,3.0
1000,0,8104,3.0
1001,0,6250,6.0
1002,0,2070,6.0
1003,0,15320,6.0
1004,0,867,6.0
1004,868,1750,23.0
1004,1751,19115,6.0
1004,19116,19219,17.0
1004,19220,20997,14.0
1005,0,14141,6.0
1005,14142,14368,8.0
1005,14369,16408,20.0
1006,0,3359,3.0
1006,3360,4240,23.0
1007,0,528,17.0
1007,529,5965,6.0
1008,0,1194,16.0
1008,1195,6569,6.0
1009,0,24914,0.0
1010,0,3906,0.0
1011,0,10544,6.0
1011,10545,14244,0.0
1012,0,16022,3.0
1013,0,27437,3.0
1014,0,2316,3.0
1015,0,6824,3.0
1016,0,6236,3.0
1017,0,7148,6.0
1018,0,16064,6.0
1019,0,21466,6.0
1020,0,2858,3.0
1021,0,33335,3.0
1022,0,12820,3.0
1022,12821,13456,23.0
1023,0,18389,3.0
1023,18390,20256,5.0
1024,0,15269,3.0
1024,15270,16007,17.0
1024,16008,16404,23.0
1024,16405,32764,6.0
1025,0,20500,6.0
1026,0,3500,6.0
1027,0,18990,6.0
1028,0,2041,6.0
1028,2042,2240,23.0
1028,2241,3349,17.0
1028,3350,36802,6.0
1028,36803,42134,8.0
1029,0,2646,7.0
1030,0,1519,17.0
1030,1520,2716,23.0
1031,0,6145,6.0
1031,6146,19620,15.0
1031,19621,28982,6.0
1031,28983,31199,23.0
1031,31200,48343,6.0
1031,48344,62582,8.0
1031,62583,71702,6.0
1032,0,23901,3.0
1033,0,1913,6.0
1033,1914,3399,8.0
1033,3400,4167,23.0
1033,4168,17269,3.0
1034,0,18052,3.0
1034,18053,20316,5.0
1035,0,28300,3.0
1036,0,8359,3.0
1037,0,23622,0.0
1037,23623,27437,6.0
1037,27438,34189,8.0
1038,0,23612,3.0
1038,23613,24634,5.0
1039,0,11418,0.0
1039,11419,11603,23.0
1039,11604,20377,3.0
1040,0,23549,3.0
1041,0,3796,3.0
1041,3797,9796,16.0
1041,9797,24072,7.0
1042,0,7233,6.0
1042,7234,9347,17.0
1042,9348,27144,3.0
1042,27145,34937,15.0
1042,34938,36624,17.0
1042,36625,39973,6.0
1042,39974,40855,8.0
1043,0,7736,3.0
1044,0,7225,3.0
1044,7226,9415,23.0
1044,9416,15371,0.0
1045,0,34789,6.0
1046,0,3352,6.0
1047,0,20107,6.0
1047,20108,35568,3.0
1048,0,2182,3.0
1049,0,21392,3.0
1050,0,11895,6.0
1050,11896,13994,8.0
1050,13995,47708,6.0
1051,0,30013,3.0
1052,0,2150,6.0
1052,2151,2242,17.0
1053,0,746,20.0
1053,747,1139,23.0
1053,1140,2665,6.0
1054,0,713,17.0
1054,714,1198,23.0
1054,1199,8129,3.0
1055,0,5079,6.0
1056,0,4280,6.0
1056,4281,7564,15.0
1057,0,4766,21.0
1057,4767,61417,6.0
1057,61418,61978,17.0
1057,61979,72266,0.0
1057,72267,77228,6.0
1058,0,2953,15.0
1059,0,24078,6.0
1060,0,22866,3.0
1061,0,13315,6.0
1061,13316,24993,15.0
1061,24994,27297,6.0
1061,27298,30045,22.0
1062,0,20713,6.0
1062,20714,22179,17.0
1062,22180,32342,6.0
1062,32343,39722,0.0
1063,0,18249,3.0
1064,0,9048,3.0
1065,0,6718,7.0
1066,0,17273,6.0
1066,17274,24502,0.0
1066,24503,26197,21.0
1067,0,28647,6.0
1068,0,13336,6.0
1068,13337,14733,23.0
1068,14734,32947,6.0
1069,0,18988,6.0
1069,18989,19947,8.0
1070,0,50170,0.0
1070,50171,51725,17.0
1070,51726,60633,6.0
1071,0,5390,15.0
1071,5391,6035,23.0
1071,6036,17874,6.0
1072,0,41701,3.0
1073,0,2231,3.0
1074,0,12215,3.0
1074,12216,22122,6.0
1074,22123,25600,15.0
1074,25601,26875,23.0
1074,26876,27473,13.0
1074,27474,28316,16.0
1074,28317,36337,0.0
1075,0,2627,5.0
1075,2628,13378,3.0
1076,0,8940,3.0
1077,0,1379,0.0
1077,1380,3177,17.0
1077,3178,3284,8.0
1077,3285,41263,6.0
1078,0,16037,6.0
1078,16038,16167,23.0
1078,16168,65464,3.0
1079,0,15042,3.0
1079,15043,19821,5.0
1079,19822,26723,3.0
1080,0,4316,3.0
1081,0,22650,4.0
1082,0,9258,3.0
1083,0,8137,4.0
1084,0,27020,0.0
1085,0,12148,3.0
1086,0,16970,6.0
1087,0,8290,0.0
1087,8291,11989,6.0
1087,11990,12427,8.0
1088,0,6147,7.0
1089,0,11358,0.0
1090,0,27726,6.0
1090,27727,28220,17.0
1090,28221,36677,6.0
1090,36678,37916,17.0
1090,37917,50460,6.0
1091,0,2878,6.0
1092,0,6493,6.0
1093,0,17435,6.0
1093,17436,21371,22.0
1093,21372,25834,6.0
1093,25835,41401,0.0
1094,0,25620,3.0
1095,0,16971,3.0
1096,0,4224,6.0
1097,0,20534,6.0
1098,0,5142,6.0
1098,5143,15664,0.0
1099,0,18326,6.0
1099,18327,20441,17.0
1100,0,2506,6.0
1101,0,913,6.0
1101,914,2153,23.0
1101,2154,4370,6.0
1102,0,7831,6.0
1102,7832,8878,17.0
1102,8879,10549,6.0
1103,0,2723,4.0
1104,0,10334,3.0
1104,10335,14369,15.0
1104,14370,34893,6.0
1105,0,21977,6.0
1106,0,864,20.0
1106,865,8443,13.0
1106,8444,8445,8.0
1106,8446,15574,6.0
1107,0,7203,21.0
1107,7204,27080,3.0
1107,27081,27902,17.0
1108,0,5227,6.0
1109,0,35959,3.0
1110,0,860,0.0
1110,861,1703,17.0
1110,1704,11147,6.0
1111,0,15347,6.0
1112,0,17119,3.0
1112,17120,17702,23.0
1112,17703,22255,6.0
1112,22256,22634,17.0
1112,22635,25981,21.0
1113,0,14117,3.0
1114,0,5088,3.0
1115,0,7189,0.0
1116,0,3137,3.0
1117,0,2183,0.0
1118,0,17496,3.0
1119,0,5504,3.0
1120,0,5214,6.0
1121,0,10387,8.0
1121,10388,11362,19.0
1121,11363,11740,2.0
1121,11741,58191,0.0
1121,58192,59089,2.0
1121,59090,62770,0.0
1121,62771,65414,2.0
1121,65415,71533,0.0
1121,71534,74981,16.0
1122,0,6738,6.0
1123,0,7609,6.0
1123,7610,13845,0.0
1123,13846,16454,17.0
1123,16455,16579,23.0
1123,16580,19063,8.0
1123,19064,29533,6.0
1124,0,10979,6.0
1124,10980,35177,3.0
1124,35178,40611,15.0
1124,40612,43860,6.0
1125,0,11858,6.0
1126,0,1673,23.0
1126,1674,2151,8.0
1126,2152,7159,25.0
1126,7160,7763,17.0
1126,7764,11816,6.0
1126,11817,12842,17.0
1127,0,5302,3.0
1128,0,3995,7.0
1128,3996,7952,25.0
1128,7953,14717,17.0
1128,14718,17147,6.0
1128,17148,23078,15.0
1128,23079,26165,3.0
1129,0,2753,3.0
1129,2754,4412,5.0
1129,4413,12258,3.0
1129,12259,13932,17.0
1129,13933,15764,5.0
1129,15765,21174,3.0
1130,0,4056,17.0
1131,0,20503,3.0
1132,0,1847,6.0
1132,1848,2477,17.0
1133,0,4673,6.0
1134,0,12490,3.0
1134,12491,13261,17.0
1134,13262,42464,6.0
1135,0,11173,3.0
1136,0,8470,3.0
1137,0,4626,0.0
1137,4627,6792,22.0
1137,6793,8528,7.0
1138,0,22375,3.0
1139,0,24278,0.0
1140,0,3747,3.0
1141,0,5771,3.0
1142,0,19207,3.0
1143,0,4230,6.0
1144,0,3248,0.0
1145,0,7242,3.0
1146,0,5208,3.0
1147,0,58218,3.0
1148,0,18219,6.0
1149,0,6555,0.0
1150,0,2954,5.0
1150,2955,13791,3.0
1151,0,20355,3.0
1152,0,3388,0.0
1153,0,2425,0.0
1154,0,21660,0.0
1155,0,2674,6.0
1156,0,35676,3.0
1157,0,29945,3.0
1158,0,2812,6.0
1158,2813,3010,8.0
1158,3011,3039,17.0
1158,3040,16664,3.0
1159,0,39869,6.0
1160,0,39388,3.0
1161,0,19878,6.0
1161,19879,20166,17.0
1161,20167,20796,23.0
1162,0,6930,6.0
1162,6931,10686,23.0
1162,10687,12824,6.0
1162,12825,17273,16.0
1162,17274,50136,0.0
1162,50137,70034,6.0
1162,70035,70553,8.0
1162,70554,79861,6.0
1163,0,12735,6.0
1163,12736,18278,21.0
1163,18279,41333,6.0
1164,0,436,8.0
1164,437,777,20.0
1164,778,5237,8.0
1164,5238,6346,6.0
1164,6347,8246,23.0
1164,8247,25273,6.0
1165,0,403,17.0
1165,404,7615,6.0
1166,0,3623,6.0
1167,0,5788,6.0
1168,0,8845,6.0
1169,0,9249,6.0
1170,0,2319,6.0
1171,0,23715,3.0
1172,0,7355,3.0
1173,0,17349,6.0
1174,0,50316,6.0
1174,50317,58325,0.0
1175,0,176,8.0
1175,177,7415,6.0
1176,0,8516,6.0
1177,0,5518,0.0
1178,0,2175,8.0
1178,2176,13389,6.0
1178,13390,13593,17.0
1178,13594,17920,13.0
1179,0,11797,3.0
1180,0,10274,7.0
1181,0,3156,6.0
1182,0,1634,5.0
1182,1635,2847,17.0
1182,2848,10277,6.0
1183,0,28480,6.0
1183,28481,29492,8.0
1183,29493,30566,23.0
1183,30567,34232,3.0
1184,0,3031,7.0
1185,0,13325,3.0
1186,0,5162,6.0
1187,0,39038,3.0
1188,0,9647,3.0
1189,0,23262,0.0
1190,0,30437,3.0
1191,0,1020,5.0
1191,1021,24379,3.0
1192,0,26196,3.0
1193,0,16684,3.0
1194,0,7356,0.0
1195,0,7491,3.0
1196,0,32290,6.0
1196,32291,32930,23.0
1196,32931,40493,6.0
1197,0,4165,21.0
1198,0,3947,6.0
1198,3948,4226,17.0
1198,4227,5538,14.0
1198,5539,6484,17.0
1198,6485,15574,0.0
1198,15575,15892,23.0
1199,0,14974,6.0
1199,14975,18258,8.0
1199,18259,18590,17.0
1199,18591,24669,3.0
1199,24670,32436,5.0
1199,32437,41424,3.0
1200,0,630,8.0
1200,631,11171,6.0
1201,0,12885,6.0
1201,12886,13322,23.0
1202,0,9641,6.0
1202,9642,10618,17.0
1202,10619,13826,6.0
1203,0,22600,3.0
1204,0,3931,0.0
1205,0,4293,17.0
1205,4294,6990,6.0
1205,6991,10148,8.0
1205,10149,11511,23.0
1205,11512,29782,6.0
1206,0,13044,0.0
1207,0,52475,3.0
1207,52476,52997,17.0
1207,52998,59052,6.0
1208,0,4500,6.0
1209,0,8799,6.0
1210,0,4344,6.0
1211,0,9153,6.0
1211,9154,10149,22.0
1212,0,3945,6.0
1213,0,784,11.0
1213,785,818,17.0
1213,819,2966,6.0
1214,0,6999,6.0
1214,7000,7429,23.0
1214,7430,12832,6.0
1214,12833,16984,15.0
1214,16985,23796,6.0
1215,0,14,17.0
1215,15,6137,6.0
1216,0,6281,6.0
1216,6282,6714,17.0
